timestamp,symbol,final_score,signal,sentiment_view,confidence,article_count,bullish_ratio,bearish_ratio
2025-12-06T16:44:12.619011,TSLA,-0.08972696198846819,SELL,bearish,medium,5,0.4,0.6
2025-12-06T16:44:12.619011,INFY,0.06591624904435207,BUY,bullish,medium,5,0.2,0.2
2025-12-06T16:44:12.619011,AAPL,-0.532906552032,SELL,bearish,high,5,0.2,0.6
2025-12-06T16:44:12.619011,HDFCBANK,-0.3278111820833146,SELL,bearish,high,5,0.0,0.4
2025-12-06T16:46:49.362926,TSLA,-0.08972696198846819,SELL,bearish,medium,5,0.4,0.6
2025-12-06T16:46:49.362926,INFY,0.06591624904435207,BUY,bullish,medium,5,0.2,0.2
2025-12-06T16:46:49.362926,AAPL,-0.532906552032,SELL,bearish,high,5,0.2,0.6
2025-12-06T16:46:49.362926,HDFCBANK,-0.3278111820833146,SELL,bearish,high,5,0.0,0.4
2025-12-06T16:51:38.584476,DOLLAR PRICE,-0.06342602839568486,SELL,bearish,medium,5,0.2,0.2
2025-12-06T16:56:38.131943,DOLLAR PRICE,-0.06342602839568486,SELL,bearish,medium,5,0.2,0.2
2025-12-06T16:57:49.349632,TSLA,-0.20762280683778583,SELL,bearish,high,5,0.4,0.6
2025-12-06T16:57:49.349632,INFY,0.06591624904435207,BUY,bullish,medium,5,0.2,0.2
2025-12-06T16:57:49.349632,AAPL,-0.8563785093694605,SELL,bearish,high,5,0.0,0.8
2025-12-06T16:57:49.349632,HDFCBANK,-0.3278111820833146,SELL,bearish,high,5,0.0,0.4
2025-12-06T16:58:25.487140,INDIAN SILVER PRICE,-0.37232645920103097,SELL,bearish,high,5,0.2,0.4
2025-12-06T17:01:38.373808,DOLLAR PRICE,-0.0694972075053613,SELL,bearish,medium,5,0.2,0.2
2025-12-06T17:06:12.962753,TSLA,-0.20890280025187166,SELL,bearish,high,5,0.4,0.6
2025-12-06T17:06:12.962753,INFY,0.06591624904435207,BUY,bullish,medium,5,0.2,0.2
2025-12-06T17:06:12.962753,AAPL,-0.8563785093694605,SELL,bearish,high,5,0.0,0.8
2025-12-06T17:06:12.962753,HDFCBANK,-0.3278111820833146,SELL,bearish,high,5,0.0,0.4
2025-12-06T17:10:50.812219,DOLLAR PRICE,-0.0694972075053613,SELL,bearish,medium,5,0.2,0.2
