timestamp,symbol,side,qty,price,value
2025-12-06 16:01:25.950973,TSLA,BUY,54.0,455.0,24570.0
2025-12-06 16:01:25.950973,INFY,BUY,1383.0,18.06999969482422,24990.80957794189
,TSLA,SELL,54.0,455.0,24570.0
,TSLA,BUY,55.0,451.4500122070313,24829.75067138672
,AAPL,BUY,89.0,278.7799987792969,24811.419891357426
2025-12-11T15:48:05.293484,INFY,SELL,1383.0,17.889999389648438,24741.86915588379
